Boundary Name,Boundary Type,Construction Type,Insulation Details,Material Name,Thickness (m),Conductivity (W/m-K),Density (kg/m^3),Specific Heat (kJ/kg-K),Resistance (m^2-K/W),Capacitance (kJ/m^2-K),Received From,Specific Heat (J/kg-K)
Foundation Wall,"FB, R13",Finished Basement,R13,FBaseWall-FicR,0.0,0.0,0.0,0.0,1.593349663,0.0,Minimal_fin_basement_R13,
Foundation Wall,"FB, R13",Finished Basement,R13,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_fin_basement_R13,
Foundation Wall,"FB, R13",Finished Basement,R13,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_fin_basement_R13,
Foundation Wall,"FB, R13",Finished Basement,R13,GypsumBoard-1_2in,0.0127,0.1602906,801.0,0.837504,0.079231097,8.519676941,Minimal_fin_basement_R13,
Foundation Wall,"FB, R15",Finished Basement,R15,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_fin_basement_R15,
Foundation Wall,"FB, R15",Finished Basement,R15,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_fin_basement_R15,
Foundation Wall,"FB, R15",Finished Basement,R15,FBaseWallIns,0.0762,0.02885,32.04,1.2143808,2.641247834,2.964847575,Minimal_fin_basement_R15,
Foundation Wall,"FB, R15",Finished Basement,R15,GypsumBoard-1_2in,0.0127,0.1602906,801.0,0.837504,0.079231097,8.519676941,Minimal_fin_basement_R15,
Foundation Wall,"FB, R18",Finished Basement,R18,FBaseWall-FicR,0.0,0.0,0.0,0.0,1.00462856,0.0,Minimal_fin_basement_R13_R5XPS,
Foundation Wall,"FB, R18",Finished Basement,R18,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_fin_basement_R13_R5XPS,
Foundation Wall,"FB, R18",Finished Basement,R18,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_fin_basement_R13_R5XPS,
Foundation Wall,"FB, R18",Finished Basement,R18,FBaseWallIns,0.0254,0.02885,32.04,1.2143808,0.880415945,0.988282525,Minimal_fin_basement_R13_R5XPS,
Foundation Wall,"FB, R18",Finished Basement,R18,GypsumBoard-1_2in,0.0127,0.1602906,801.0,0.837504,0.079231097,8.519676941,Minimal_fin_basement_R13_R5XPS,
Foundation Wall,"FB, R5",Finished Basement,R5,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_fin_basement_R5,
Foundation Wall,"FB, R5",Finished Basement,R5,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_fin_basement_R5,
Foundation Wall,"FB, R5",Finished Basement,R5,FBaseWallIns,0.0254,0.02885,32.04,1.2143808,0.880415945,0.988282525,Minimal_fin_basement_R5,
Foundation Wall,"FB, R5",Finished Basement,R5,GypsumBoard-1_2in,0.0127,0.1602906,801.0,0.837504,0.079231097,8.519676941,Minimal_fin_basement_R5,
Foundation Wall,"FB, Uninsulated",Finished Basement,Uninsulated,FBaseWall-FicR,0.0,0.0,0.0,0.0,0.283787724,0.0,Minimal_fin_basement_unins,
Foundation Wall,"FB, Uninsulated",Finished Basement,Uninsulated,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_fin_basement_unins,
Foundation Wall,"FB, Uninsulated",Finished Basement,Uninsulated,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_fin_basement_unins,
Foundation Wall,"FB, Uninsulated",Finished Basement,Uninsulated,GypsumBoard-1_2in,0.0127,0.1602906,801.0,0.837504,0.079231097,8.519676941,Minimal_fin_basement_unins,
Foundation Wall,"UB, Half Wall R10",Unfinished Basement,Half R10,UFBaseWall-FicR,0.0,0.0,0.0,0.0,0.507774707,0.0,Minimal_basement_halfwall_R10,
Foundation Wall,"UB, Half Wall R10",Unfinished Basement,Half R10,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_basement_halfwall_R10,
Foundation Wall,"UB, Half Wall R10",Unfinished Basement,Half R10,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_basement_halfwall_R10,
Foundation Wall,"UB, Half Wall R5",Unfinished Basement,Half R5,UFBaseWall-FicR,0.0,0.0,0.0,0.0,0.414775201,0.0,Minimal_basement_halfwall_R5,
Foundation Wall,"UB, Half Wall R5",Unfinished Basement,Half R5,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_basement_halfwall_R5,
Foundation Wall,"UB, Half Wall R5",Unfinished Basement,Half R5,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_basement_halfwall_R5,
Foundation Wall,"UB, Uninsulated",Unfinished Basement,Uninsulated,UFBaseWall-FicR,0.0,0.0,0.0,0.0,0.363034643,0.0,Minimal_basement_ceiling_R13,
Foundation Wall,"UB, Uninsulated",Unfinished Basement,Uninsulated,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_basement_ceiling_R13,
Foundation Wall,"UB, Uninsulated",Unfinished Basement,Uninsulated,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_basement_ceiling_R13,
Foundation Wall,"UB, Whole Wall R10",Unfinished Basement,R10,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_basement_wholewall_R10,
Foundation Wall,"UB, Whole Wall R10",Unfinished Basement,R10,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_basement_wholewall_R10,
Foundation Wall,"UB, Whole Wall R10",Unfinished Basement,R10,UFBaseWallIns,0.0508,0.02885,32.04,1.2143808,1.760831889,1.97656505,Minimal_basement_wholewall_R10,
Foundation Wall,"UB, Whole Wall R13",Unfinished Basement,R13,UFBASEWALL-FICR,0.0,0.0,0.0,0.0,1.29,0.0,Minimal_unfin_basement_R13 (Denver),
Foundation Wall,"UB, Whole Wall R13",Unfinished Basement,R13,SOIL-12IN,0.3048,1.731,1842.3,0.4187,0.1761,235.1138838,Minimal_unfin_basement_R13 (Denver),
Foundation Wall,"UB, Whole Wall R13",Unfinished Basement,R13,CONCRETE-8IN,0.2032,1.311,2242.8,0.8374,0.1549,381.6341303,Minimal_unfin_basement_R13 (Denver),
Foundation Wall,"UB, Whole Wall R15",Unfinished Basement,R15,SOIL-12IN,0.3048,1.731,1842.3,0.4187,0.1761,235.1138838,Minimal_unfin_basement_R15 (Denver),
Foundation Wall,"UB, Whole Wall R15",Unfinished Basement,R15,CONCRETE-8IN,0.2032,1.311,2242.8,0.8374,0.1549,381.6341303,Minimal_unfin_basement_R15 (Denver),
Foundation Wall,"UB, Whole Wall R15",Unfinished Basement,R15,UFBASEWALLINS,0.0762,0.029,32.04,1.21423,2.641,2.964479405,Minimal_unfin_basement_R15 (Denver),
Foundation Wall,"UB, Whole Wall R20",Unfinished Basement,R20,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_basement_wholewall_R20,
Foundation Wall,"UB, Whole Wall R20",Unfinished Basement,R20,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_basement_wholewall_R20,
Foundation Wall,"UB, Whole Wall R20",Unfinished Basement,R20,UFBaseWallIns,0.1016,0.02885,32.04,1.2143808,3.521663778,3.953130101,Minimal_basement_wholewall_R20,
Foundation Wall,"UB, Whole Wall R5",Unfinished Basement,R5,UFBaseWall-FicR,0.0,0.0,0.0,0.0,0.068561509,0.0,Minimal_basement_wholewall_R5,
Foundation Wall,"UB, Whole Wall R5",Unfinished Basement,R5,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_basement_wholewall_R5,
Foundation Wall,"UB, Whole Wall R5",Unfinished Basement,R5,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Minimal_basement_wholewall_R5,
Foundation Wall,"UB, Whole Wall R5",Unfinished Basement,R5,UFBaseWallIns,0.0254,0.02885,32.04,1.2143808,0.880415945,0.988282525,Minimal_basement_wholewall_R5,
Garage Attached Wall,"ConcreteMasonryUnit, asbestos siding, 6-in Hollow, R-7",,,WALL RIGID INS,0.0083,0.029,32.04,,0.283,0.3229026123599999,,1214.23
Garage Attached Wall,"ConcreteMasonryUnit, asbestos siding, 6-in Hollow, R-7",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"ConcreteMasonryUnit, asbestos siding, 6-in Hollow, R-7",,,CONCRETE BLOCK,0.2032,0.194,1794.881,,1.049,308.556614241392,,846.01
Garage Attached Wall,"ConcreteMasonryUnit, asbestos siding, 6-in Hollow, R-7",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"ConcreteMasonryUnit, brick veneer, 6-in Hollow, R-15",,,WALL RIGID INS,0.0377,0.029,32.04,,1.282,1.46667813084,,1214.23
Garage Attached Wall,"ConcreteMasonryUnit, brick veneer, 6-in Hollow, R-15",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"ConcreteMasonryUnit, brick veneer, 6-in Hollow, R-15",,,CONCRETE BLOCK,0.2032,0.193,1794.881,,1.054,308.556614241392,,846.01
Garage Attached Wall,"ConcreteMasonryUnit, brick veneer, 6-in Hollow, R-15",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"ConcreteMasonryUnit, stucco, 6-in Hollow, R-11",,,WALL RIGID INS,0.0217,0.029,32.04,,0.738,0.84421526364,,1214.23
Garage Attached Wall,"ConcreteMasonryUnit, stucco, 6-in Hollow, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"ConcreteMasonryUnit, stucco, 6-in Hollow, R-11",,,CONCRETE BLOCK,0.2032,0.193,1794.881,,1.052,308.556614241392,,846.01
Garage Attached Wall,"ConcreteMasonryUnit, stucco, 6-in Hollow, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"ConcreteMasonryUnit, wood siding, 6-in Hollow, R-19",,,WALL RIGID INS,0.0537,0.029,32.04,,1.826,2.08914099804,,1214.23
Garage Attached Wall,"ConcreteMasonryUnit, wood siding, 6-in Hollow, R-19",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"ConcreteMasonryUnit, wood siding, 6-in Hollow, R-19",,,CONCRETE BLOCK,0.2032,0.192,1794.881,,1.056,308.556614241392,,846.01
Garage Attached Wall,"ConcreteMasonryUnit, wood siding, 6-in Hollow, R-19",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-11",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-11",,,WALL LAYER,0.2032,1.334,1762.2,,0.1524,284.8626186912,,795.53
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-19",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-19",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-19",,,WALL LAYER,0.2032,0.197,1762.2,,1.033,284.8626186912,,795.53
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-19",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, Uninsulated",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, Uninsulated",,,WALL LAYER,0.2032,0.468,1762.2,,0.4341,284.8626186912,,795.53
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, Uninsulated",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, R-11",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, R-11",,,WALL LAYER,0.2032,1.083,1762.2,,0.1876,284.8626186912,,795.53
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, R-7",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, R-7",,,WALL LAYER,0.2032,0.143,1762.2,,1.42,284.8626186912,,795.53
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, R-7",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, Uninsulated",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, Uninsulated",,,WALL LAYER,0.2032,0.433,1762.2,,0.4693,284.8626186912,,795.53
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, Uninsulated",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, brick veneer, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, brick veneer, R-11",,,WALL STUD AND CAVITY,0.1397,0.093,139.054,,1.508,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, brick veneer, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, brick veneer, R-19",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Garage Attached Wall,"WoodStud, brick veneer, R-19",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, brick veneer, R-19",,,WALL STUD AND CAVITY,0.1397,0.216,139.054,,0.6454,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, brick veneer, R-19",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, brick veneer, R-7",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, brick veneer, R-7",,,WALL STUD AND CAVITY,0.1397,0.114,139.054,,1.226,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, brick veneer, R-7",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, brick veneer, Uninsulated",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, brick veneer, Uninsulated",,,WALL STUD AND CAVITY,0.1397,0.476,139.054,,0.2932,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, brick veneer, Uninsulated",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, composite shingle siding, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, composite shingle siding, R-11",,,WALL STUD AND CAVITY,0.1397,0.094,139.054,,1.491,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, composite shingle siding, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, composite shingle siding, R-19",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Garage Attached Wall,"WoodStud, composite shingle siding, R-19",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, composite shingle siding, R-19",,,WALL STUD AND CAVITY,0.1397,0.223,139.054,,0.6278,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, composite shingle siding, R-19",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, stucco, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, stucco, R-11",,,WALL STUD AND CAVITY,0.1397,0.098,139.054,,1.42,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, stucco, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, stucco, R-19",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Garage Attached Wall,"WoodStud, stucco, R-19",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, stucco, R-19",,,WALL STUD AND CAVITY,0.1397,0.251,139.054,,0.5574,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, stucco, R-19",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, vinyl siding, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, vinyl siding, R-11",,,WALL STUD AND CAVITY,0.1397,0.094,139.054,,1.491,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, vinyl siding, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, vinyl siding, R-7",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, vinyl siding, R-7",,,WALL STUD AND CAVITY,0.1397,0.116,139.054,,1.209,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, vinyl siding, R-7",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, vinyl siding, Uninsulated",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, vinyl siding, Uninsulated",,,WALL STUD AND CAVITY,0.1397,0.507,139.054,,0.2756,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, vinyl siding, Uninsulated",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, wood siding, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, wood siding, R-11",,,WALL STUD AND CAVITY,0.1397,0.086,139.054,,1.631,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, wood siding, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, wood siding, R-15",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Garage Attached Wall,"WoodStud, wood siding, R-15",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, wood siding, R-15",,,WALL STUD AND CAVITY,0.1397,0.745,139.054,,0.1876,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, wood siding, R-15",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, wood siding, R-19",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Garage Attached Wall,"WoodStud, wood siding, R-19",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, wood siding, R-19",,,WALL STUD AND CAVITY,0.1397,0.182,139.054,,0.7687,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, wood siding, R-19",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Attached Wall,"WoodStud, wood siding, Uninsulated",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Attached Wall,"WoodStud, wood siding, Uninsulated",,,WALL STUD AND CAVITY,0.1397,0.335,139.054,,0.4165,22.7328605968244,,1170.238
Garage Attached Wall,"WoodStud, wood siding, Uninsulated",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Garage Ceiling,Standard,,,CEILING STUD AND CAVITY,0.1397,1.392,65.682,,0.1004,10.804163557136398,,1177.466
Garage Floor,2ft R10 Exterior,,2ft R10 Exterior,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,1.217110581,0.0,copied from Floor,
Garage Floor,2ft R10 Exterior,,2ft R10 Exterior,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,copied from Floor,
Garage Floor,2ft R10 Exterior,,2ft R10 Exterior,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,copied from Floor,
Garage Floor,"2ft R10 Perimeter, R5 Gap",,2ft R10 Perimeter,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,0.918943773,0.0,copied from Floor,
Garage Floor,"2ft R10 Perimeter, R5 Gap",,2ft R10 Perimeter,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,copied from Floor,
Garage Floor,"2ft R10 Perimeter, R5 Gap",,2ft R10 Perimeter,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,copied from Floor,
Garage Floor,2ft R5 Exterior,,2ft R5 Exterior,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,0.958725848,0.0,copied from Floor,
Garage Floor,2ft R5 Exterior,,2ft R5 Exterior,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,copied from Floor,
Garage Floor,2ft R5 Exterior,,2ft R5 Exterior,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,copied from Floor,
Garage Floor,"2ft R5 Perimeter, R5 Gap",,2ft R5 Perimeter,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,0.842901562,0.0,copied from Floor,
Garage Floor,"2ft R5 Perimeter, R5 Gap",,2ft R5 Perimeter,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,copied from Floor,
Garage Floor,"2ft R5 Perimeter, R5 Gap",,2ft R5 Perimeter,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,copied from Floor,
Garage Floor,"4ft R10 Perimeter, R5 Gap",,4ft R10 Perimeter,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,1.211340322,0.0,copied from Floor,
Garage Floor,"4ft R10 Perimeter, R5 Gap",,4ft R10 Perimeter,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,copied from Floor,
Garage Floor,"4ft R10 Perimeter, R5 Gap",,4ft R10 Perimeter,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,copied from Floor,
Garage Floor,"4ft R5 Perimeter, R5 Gap",,4ft R5 Perimeter,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,1.040030216,0.0,copied from Floor,
Garage Floor,"4ft R5 Perimeter, R5 Gap",,4ft R5 Perimeter,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,copied from Floor,
Garage Floor,"4ft R5 Perimeter, R5 Gap",,4ft R5 Perimeter,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,copied from Floor,
Garage Floor,Minimal,,Minimal,Adiabatic,0.0,0.0,0.0,0.0,87.6,0.0,Minimal_garage_R13 (OLD),
Garage Floor,Minimal,,Minimal,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_garage_R13 (OLD),
Garage Floor,Minimal,,Minimal,Concrete-4in,0.1016,1.3114056,2242.8,0.837504,0.077474124,190.8407635,Minimal_garage_R13 (OLD),
Garage Floor,"R10 Whole Slab, R5 Gap",,R10 Whole Slab,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,2.067529624,0.0,copied from Floor,
Garage Floor,"R10 Whole Slab, R5 Gap",,R10 Whole Slab,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,copied from Floor,
Garage Floor,"R10 Whole Slab, R5 Gap",,R10 Whole Slab,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,copied from Floor,
Garage Floor,Uninsulated,,Uninsulated,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,0.423720515,0.0,copied from Floor,
Garage Floor,Uninsulated,,Uninsulated,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,copied from Floor,
Garage Floor,Uninsulated,,Uninsulated,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,copied from Floor,
Garage Furniture,Standard,,,FURNITURE MATERIAL GARAGE,0.1524,0.115,640.8,,1.32,118.5791762016,,1214.23
Garage Interior Ceiling,Ceiling R-13,,,FLOOR STUD AND CAVITY,0.1397,0.236,92.355,,0.5915,14.704582619859,,1139.714
Garage Interior Ceiling,Ceiling R-13,,,FLOOR RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Garage Interior Ceiling,Ceiling R-13,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Garage Interior Ceiling,Ceiling R-13,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Garage Interior Ceiling,Ceiling R-19,,,FLOOR STUD AND CAVITY,0.1397,0.097,92.355,,1.437,14.704582619859,,1139.714
Garage Interior Ceiling,Ceiling R-19,,,FLOOR RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Garage Interior Ceiling,Ceiling R-19,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Garage Interior Ceiling,Ceiling R-19,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Garage Interior Ceiling,Ceiling R-38,,,FLOOR STUD AND CAVITY,0.1397,1.204,92.355,,0.116,14.704582619859,,1139.714
